product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
39422,Kestrel Puzzles Mini,46,5022,94,Kestrel,"High quality puzzles from Kestrel, built for everyday reliability.",24.0,169.36,3469
39423,Kairo Fiction Core,34,6543,1292,Kairo,"High quality fiction from Kairo, built for everyday reliability.",24.0,1955.44,484
39424,Zentra Tyres & Wheels Lite,57,4066,1410,Zentra,"High quality tyres & wheels from Zentra, built for everyday reliability.",18.0,1132.76,4970
39425,Alderwood Organizers One,61,4938,1392,Alderwood,"High quality organizers from Alderwood, built for everyday reliability.",24.0,962.08,3001
39426,Halcyon Cameras Series X,14,3576,1255,Halcyon,"High quality cameras from Halcyon, built for everyday reliability.",18.0,1794.47,3105
39427,Alto Yoga Pro,33,172,1055,Alto,"High quality yoga from Alto, built for everyday reliability.",36.0,227.9,3598
39428,Lumen Lighting Series X,22,2058,579,Lumen,,18.0,635.56,4302
39429,Pinehurst Women's Clothing Classic,25,5771,18,Pinehurst,"High quality women's clothing from Pinehurst, built for everyday reliability.",18.0,724.42,2382
39430,Cascadia Headphones Air,13,4383,1122,Cascadia,"High quality headphones from Cascadia, built for everyday reliability.",12.0,1322.88,973
39431,Kairo Tools Classic,56,5824,995,Kairo,"High quality tools from Kairo, built for everyday reliability.",24.0,1186.65,513
39432,Brightline Cleaning Supplies Prime,23,2824,1313,Brightline,"High quality cleaning supplies from Brightline, built for everyday reliability.",18.0,1945.43,3747
39433,Willowmere Action Figures Essential,44,4393,527,Willowmere,"High quality action figures from Willowmere, built for everyday reliability.",18.0,780.88,4760
39434,Fenwick Motorbike Accessories Pro,55,1247,888,Fenwick,"High quality motorbike accessories from Fenwick, built for everyday reliability.",36.0,1021.87,56
39435,Vivex Camping Gear Neo,30,992,162,Vivex,"High quality camping gear from Vivex, built for everyday reliability.",36.0,1128.31,2375
39436,Rosewood Motorbike Accessories Plus,55,4932,1360,Rosewood,"High quality motorbike accessories from Rosewood, built for everyday reliability.",24.0,462.63,2877
39437,Kairo Cameras Classic,14,2849,1286,Kairo,"High quality cameras from Kairo, built for everyday reliability.",6.0,1884.72,2080
39438,Ironclad Children's Books Go,36,5188,384,Ironclad,"High quality children's books from Ironclad, built for everyday reliability.",24.0,365.6,2998
39439,Trueform Makeup Series X,41,6055,882,Trueform,"High quality makeup from Trueform, built for everyday reliability.",36.0,603.22,4173
39440,Statik Tablets Core,16,6887,302,Statik,"High quality tablets from Statik, built for everyday reliability.",36.0,1074.69,1137
39441,Marlowe Headphones Mini,13,5580,113,Marlowe,"High quality headphones from Marlowe, built for everyday reliability.",6.0,592.1,54
39442,Crestview Haircare Go,40,1083,116,Crestview,"High quality haircare from Crestview, built for everyday reliability.",18.0,1125.74,2863
39443,Willowmere Dairy Elite,52,4726,315,,"High quality dairy from Willowmere, built for everyday reliability.",12.0,1183.71,576
39444,Alderwood Snacks Neo,49,7293,1258,Alderwood,"High quality snacks from Alderwood, built for everyday reliability.",6.0,1670.06,3308
39445,Willowmere Smartwatches Elite,17,6797,16,Willowmere,,36.0,1653.01,2060
39446,Novara Tyres & Wheels Mini,57,7127,1067,Novara,,,548.69,4457
39447,Ironclad Bedding Lite,20,2965,1114,,"High quality bedding from Ironclad, built for everyday reliability.",24.0,198.35,3788
39448,Ironclad Lighting Elite,22,7879,1371,Ironclad,"High quality lighting from Ironclad, built for everyday reliability.",12.0,1798.01,1985
39449,Willowmere Lighting Lite,22,3597,720,Willowmere,"High quality lighting from Willowmere, built for everyday reliability.",24.0,746.33,687
39450,Solace Furniture Flex,60,4041,286,Solace,"High quality furniture from Solace, built for everyday reliability.",36.0,841.69,2645
39451,Cascadia Grooming Essential,43,1003,462,Cascadia,"High quality grooming from Cascadia, built for everyday reliability.",24.0,187.3,3766
39452,Lumen Men's Clothing Go,24,347,618,,"High quality men's clothing from Lumen, built for everyday reliability.",24.0,1489.64,3013
39453,Vivex Tablets Studio,16,6308,1340,Vivex,"High quality tablets from Vivex, built for everyday reliability.",18.0,193.17,3248
39454,Lumen Team Sports Max,32,3046,1026,Lumen,"High quality team sports from Lumen, built for everyday reliability.",24.0,552.33,4318
39455,Beacon Dairy Plus,52,5960,59,Beacon,"High quality dairy from Beacon, built for everyday reliability.",36.0,1333.64,397
39456,Crestview Cookware Classic,18,3067,31,Crestview,"High quality cookware from Crestview, built for everyday reliability.",,140.6,1427
39457,Vivex Fragrances Classic,42,4183,405,Vivex,"High quality fragrances from Vivex, built for everyday reliability.",36.0,571.4,2078
39458,Crestview Smartphones Air,11,2757,776,Crestview,"High quality smartphones from Crestview, built for everyday reliability.",18.0,1477.59,3778
39459,Rosewood Smartphones Air,11,2611,439,Rosewood,,36.0,1612.99,2023
39460,Northgate Laptops One,12,4,1109,Northgate,"High quality laptops from Northgate, built for everyday reliability.",18.0,1049.6,2780
39461,Vivex Furniture Studio,60,3106,880,Vivex,"High quality furniture from Vivex, built for everyday reliability.",18.0,1372.2,4103
39462,Pinehurst Fitness Equipment Lite,29,3652,218,Pinehurst,"High quality fitness equipment from Pinehurst, built for everyday reliability.",18.0,1610.55,4218
39463,Zentra Beverages Edition,50,3527,890,Zentra,"High quality beverages from Zentra, built for everyday reliability.",,827.2,2460
39464,Nordwell Headphones Edition,13,4857,311,Nordwell,"High quality headphones from Nordwell, built for everyday reliability.",12.0,1899.47,215
39465,Cascadia Staples Go,51,455,859,Cascadia,,24.0,564.33,493
39466,Crestview Board Games Mini,45,2115,1294,Crestview,"High quality board games from Crestview, built for everyday reliability.",,293.12,3669
39467,Verdant Furniture Essential,19,443,748,Verdant,"High quality furniture from Verdant, built for everyday reliability.",12.0,1566.67,1241
39468,Northgate Car Accessories Neo,54,468,1140,Northgate,"High quality car accessories from Northgate, built for everyday reliability.",36.0,1581.66,2967
39469,Brightline Cleaning Supplies Max,23,1585,1039,Brightline,"High quality cleaning supplies from Brightline, built for everyday reliability.",18.0,160.98,33
39470,Nordwell Grooming Elite,43,3689,1215,Nordwell,"High quality grooming from Nordwell, built for everyday reliability.",12.0,1089.45,1954
39471,Kestrel Puzzles Studio,46,7805,1274,Kestrel,"High quality puzzles from Kestrel, built for everyday reliability.",6.0,1463.32,3866
39472,Lumen Board Games Go,45,6462,72,Lumen,,6.0,620.77,1386
39473,Kairo Bags Flex,28,7199,897,Kairo,"High quality bags from Kairo, built for everyday reliability.",24.0,1231.72,2981
39474,Northgate Outdoor Toys One,47,4042,1085,Northgate,"High quality outdoor toys from Northgate, built for everyday reliability.",18.0,554.84,1843
39475,Lumen Bakery 2.0,53,4280,1298,Lumen,"High quality bakery from Lumen, built for everyday reliability.",12.0,1586.52,3370
39476,Novara Car Accessories Series X,54,7,1318,Novara,"High quality car accessories from Novara, built for everyday reliability.",36.0,1113.55,290
39477,Crestview Non-Fiction Ultra,35,7282,173,Crestview,"High quality non-fiction from Crestview, built for everyday reliability.",36.0,113.07,1033
39478,Vivex Outdoor Toys Studio,47,1133,1137,Vivex,"High quality outdoor toys from Vivex, built for everyday reliability.",36.0,397.94,3958
39479,Verdant Fitness Equipment One,29,4706,756,Verdant,,24.0,334.41,4402
39480,Trueform Camping Gear Max,30,638,872,Trueform,"High quality camping gear from Trueform, built for everyday reliability.",36.0,1864.3,4551
39481,Willowmere Cycling Edition,31,6891,1338,Willowmere,"High quality cycling from Willowmere, built for everyday reliability.",,141.92,4087
39482,Brightline Camping Gear Classic,30,1457,266,Brightline,"High quality camping gear from Brightline, built for everyday reliability.",18.0,1360.65,4457
39483,Trueform Cleaning Supplies Series X,23,4982,910,Trueform,"High quality cleaning supplies from Trueform, built for everyday reliability.",18.0,912.02,781
39484,Willowmere Cookware Go,18,6806,1223,,"High quality cookware from Willowmere, built for everyday reliability.",12.0,1265.53,831
39485,Halcyon Lighting Elite,22,1927,402,Halcyon,"High quality lighting from Halcyon, built for everyday reliability.",24.0,584.0,2035
39486,Statik Fragrances Essential,42,982,1127,Statik,"High quality fragrances from Statik, built for everyday reliability.",18.0,881.6,2929
39487,Alderwood Footwear 2.0,26,3272,277,Alderwood,"High quality footwear from Alderwood, built for everyday reliability.",18.0,45.1,1529
39488,Statik Tyres & Wheels Plus,57,6026,120,Statik,,18.0,1152.53,4872
39489,Alderwood Children's Books 2.0,36,6443,63,Alderwood,"High quality children's books from Alderwood, built for everyday reliability.",18.0,943.58,4485
39490,Lumen Motorbike Accessories Series X,55,4033,683,Lumen,"High quality motorbike accessories from Lumen, built for everyday reliability.",36.0,616.7,2624
39491,Cascadia Fitness Equipment Max,29,5384,800,Cascadia,"High quality fitness equipment from Cascadia, built for everyday reliability.",6.0,1934.53,1005
39492,Solace Motorbike Accessories Flex,55,1492,358,Solace,"High quality motorbike accessories from Solace, built for everyday reliability.",,455.64,3692
39493,Alto Team Sports Plus,32,1309,1201,Alto,,6.0,1936.79,953
39494,Nordwell Fitness Equipment Elite,29,2351,1080,Nordwell,"High quality fitness equipment from Nordwell, built for everyday reliability.",,447.94,2015
39495,Marlowe Footwear Classic,26,7423,1365,Marlowe,"High quality footwear from Marlowe, built for everyday reliability.",,27.03,2644
39496,Zentra Skincare Mini,39,5788,829,Zentra,"High quality skincare from Zentra, built for everyday reliability.",6.0,1928.44,1698
39497,Trueform Car Accessories Flex,54,3957,1019,Trueform,"High quality car accessories from Trueform, built for everyday reliability.",24.0,837.75,1176
39498,Marlowe Tyres & Wheels Go,57,2670,261,Marlowe,"High quality tyres & wheels from Marlowe, built for everyday reliability.",18.0,408.82,3751
39499,Willowmere Makeup Max,41,2519,916,Willowmere,"High quality makeup from Willowmere, built for everyday reliability.",,1707.65,323
39500,Kairo Academic Classic,38,3346,374,Kairo,"High quality academic from Kairo, built for everyday reliability.",24.0,94.93,4565
39501,Vivex Grooming Max,43,6470,1276,Vivex,"High quality grooming from Vivex, built for everyday reliability.",36.0,820.87,740
39502,Rosewood Non-Fiction Elite,35,5491,1015,Rosewood,"High quality non-fiction from Rosewood, built for everyday reliability.",24.0,539.03,2903
39503,Brightline Grooming 2.0,43,1652,861,Brightline,"High quality grooming from Brightline, built for everyday reliability.",12.0,1590.0,4911
39504,Rosewood Tools Essential,56,7844,292,Rosewood,"High quality tools from Rosewood, built for everyday reliability.",24.0,1429.31,3993
39505,Northgate Educational Flex,48,738,893,Northgate,"High quality educational from Northgate, built for everyday reliability.",36.0,1198.18,3356
39506,Marlowe Printers Prime,59,7521,628,Marlowe,"High quality printers from Marlowe, built for everyday reliability.",6.0,78.73,538
39507,Marlowe Stationery Series X,58,336,701,Marlowe,"High quality stationery from Marlowe, built for everyday reliability.",24.0,1452.5,4967
39508,Verdant Footwear Prime,26,6610,192,Verdant,"High quality footwear from Verdant, built for everyday reliability.",,434.12,1556
39509,Alto Cameras Core,14,446,379,Alto,,,1177.38,2211
39510,Pinehurst Lighting Pro,22,6980,1015,Pinehurst,"High quality lighting from Pinehurst, built for everyday reliability.",36.0,447.37,3804
39511,Statik Educational Core,48,6811,94,Statik,"High quality educational from Statik, built for everyday reliability.",18.0,901.47,1275
39512,Trueform Smartphones 2.0,11,5585,79,Trueform,"High quality smartphones from Trueform, built for everyday reliability.",36.0,1650.28,714
39513,Solace Headphones Studio,13,1522,504,Solace,"High quality headphones from Solace, built for everyday reliability.",12.0,1306.09,2627
39514,Nordwell Tyres & Wheels One,57,69,677,Nordwell,"High quality tyres & wheels from Nordwell, built for everyday reliability.",,504.34,3994
39515,Northgate Action Figures Core,44,5935,746,Northgate,"High quality action figures from Northgate, built for everyday reliability.",24.0,1654.93,4685
39516,Novara Footwear Plus,26,6557,512,Novara,"High quality footwear from Novara, built for everyday reliability.",,1862.77,3308
39517,Alderwood Non-Fiction Core,35,2624,759,Alderwood,"High quality non-fiction from Alderwood, built for everyday reliability.",36.0,1706.56,3167
39518,Ironclad Women's Clothing Max,25,7019,413,Ironclad,"High quality women's clothing from Ironclad, built for everyday reliability.",12.0,616.54,3408
39519,Alto Organizers Series X,61,7676,113,Alto,"High quality organizers from Alto, built for everyday reliability.",36.0,357.04,2025
39520,Lumen Lighting Elite,22,2172,273,Lumen,"High quality lighting from Lumen, built for everyday reliability.",12.0,470.96,3167
39521,Crestview Action Figures Neo,44,4159,539,Crestview,"High quality action figures from Crestview, built for everyday reliability.",,450.16,728
39522,Alto Comics Pro,37,4742,1193,Alto,"High quality comics from Alto, built for everyday reliability.",36.0,1702.18,4280
39523,Brightline Organizers Lite,61,4462,473,,"High quality organizers from Brightline, built for everyday reliability.",12.0,521.31,737
39524,Northgate Makeup One,41,303,24,Northgate,"High quality makeup from Northgate, built for everyday reliability.",12.0,169.34,4277
39525,Kestrel Tyres & Wheels Plus,57,1780,1372,,"High quality tyres & wheels from Kestrel, built for everyday reliability.",6.0,934.82,1244
39526,Halcyon Car Accessories Prime,54,2624,1261,Halcyon,"High quality car accessories from Halcyon, built for everyday reliability.",24.0,1047.75,635
39527,Marlowe Action Figures Pro,44,4424,680,Marlowe,"High quality action figures from Marlowe, built for everyday reliability.",6.0,516.56,897
39528,Statik Printers One,59,286,100,Statik,"High quality printers from Statik, built for everyday reliability.",36.0,898.31,671
39529,Alto Non-Fiction Ultra,35,7597,1400,Alto,,24.0,29.2,1758
39530,Marlowe Outdoor Toys Elite,47,7090,483,Marlowe,"High quality outdoor toys from Marlowe, built for everyday reliability.",,163.17,1012
39531,Nordwell Grooming Go,43,7829,694,Nordwell,"High quality grooming from Nordwell, built for everyday reliability.",6.0,1141.13,4147
39532,Ironclad Skincare Lite,39,3983,830,Ironclad,"High quality skincare from Ironclad, built for everyday reliability.",24.0,90.08,4712
39533,Vivex Furniture Studio,60,2452,1167,Vivex,"High quality furniture from Vivex, built for everyday reliability.",36.0,1963.34,2857
39534,Zentra Stationery Neo,58,555,340,Zentra,"High quality stationery from Zentra, built for everyday reliability.",18.0,370.94,4866
39535,Cascadia Tools Classic,56,1020,1456,Cascadia,"High quality tools from Cascadia, built for everyday reliability.",36.0,123.21,4206
39536,Kestrel Printers Prime,59,2718,132,Kestrel,,6.0,792.9,775
39537,Pinehurst Tools Plus,56,1537,1206,Pinehurst,"High quality tools from Pinehurst, built for everyday reliability.",24.0,878.15,1154
39538,Zentra Fitness Equipment One,29,5332,1051,Zentra,"High quality fitness equipment from Zentra, built for everyday reliability.",18.0,1259.55,1273
39539,Novara Stationery Plus,58,3359,454,Novara,"High quality stationery from Novara, built for everyday reliability.",6.0,1080.29,626
39540,Solace Comics Lite,37,4141,1215,Solace,"High quality comics from Solace, built for everyday reliability.",36.0,343.9,2387
39541,Rosewood Televisions Neo,15,6180,1461,Rosewood,"High quality televisions from Rosewood, built for everyday reliability.",12.0,1048.43,2683
39542,Vivex Men's Clothing Flex,24,4342,308,,"High quality men's clothing from Vivex, built for everyday reliability.",18.0,1967.23,4420
39543,Pinehurst Furniture Mini,19,5876,72,Pinehurst,"High quality furniture from Pinehurst, built for everyday reliability.",36.0,1617.07,2453
39544,Crestview Cameras Core,14,4855,61,Crestview,"High quality cameras from Crestview, built for everyday reliability.",18.0,236.15,2103
39545,Fenwick Furniture Ultra,19,6831,1398,Fenwick,"High quality furniture from Fenwick, built for everyday reliability.",6.0,1742.37,382
39546,Crestview Haircare Mini,40,1374,668,Crestview,"High quality haircare from Crestview, built for everyday reliability.",12.0,546.72,2186
39547,Statik Tyres & Wheels Studio,57,224,1294,Statik,"High quality tyres & wheels from Statik, built for everyday reliability.",12.0,89.53,4791
39548,Verdant Motorbike Accessories Core,55,4144,510,Verdant,"High quality motorbike accessories from Verdant, built for everyday reliability.",12.0,1451.67,715
39549,Crestview Tablets Neo,16,7842,225,Crestview,"High quality tablets from Crestview, built for everyday reliability.",12.0,474.69,1419
39550,Novara Fiction Elite,34,2171,106,Novara,"High quality fiction from Novara, built for everyday reliability.",36.0,1140.49,4613
39551,Zentra Women's Clothing Flex,25,1745,13,Zentra,"High quality women's clothing from Zentra, built for everyday reliability.",,659.09,1933
39552,Halcyon Action Figures Pro,44,6086,930,Halcyon,,6.0,1143.61,3238
39553,Alderwood Bedding Ultra,20,2709,1317,Alderwood,"High quality bedding from Alderwood, built for everyday reliability.",24.0,1192.33,2561
39554,Crestview Footwear 2.0,26,4520,253,Crestview,"High quality footwear from Crestview, built for everyday reliability.",6.0,1985.37,4821
39555,Solace Haircare Essential,40,3005,508,Solace,"High quality haircare from Solace, built for everyday reliability.",36.0,1430.98,1068
39556,Lumen Cycling Lite,31,1652,315,Lumen,"High quality cycling from Lumen, built for everyday reliability.",18.0,1712.25,2735
39557,Zentra Printers Elite,59,5116,1430,Zentra,"High quality printers from Zentra, built for everyday reliability.",36.0,520.78,4023
39558,Brightline Men's Clothing Edition,24,5604,441,Brightline,"High quality men's clothing from Brightline, built for everyday reliability.",12.0,129.45,538
39559,Ironclad Snacks One,49,5669,264,Ironclad,"High quality snacks from Ironclad, built for everyday reliability.",6.0,652.95,3720
39560,Kestrel Furniture Studio,60,6313,750,Kestrel,"High quality furniture from Kestrel, built for everyday reliability.",36.0,887.22,3308
39561,Crestview Action Figures Prime,44,708,1207,Crestview,"High quality action figures from Crestview, built for everyday reliability.",24.0,833.96,1600
39562,Alto Stationery One,58,941,1322,Alto,"High quality stationery from Alto, built for everyday reliability.",,615.67,2803
39563,Zentra Furniture Ultra,60,6174,1078,,"High quality furniture from Zentra, built for everyday reliability.",36.0,1428.88,1226
39564,Vivex Storage Edition,21,61,983,Vivex,"High quality storage from Vivex, built for everyday reliability.",12.0,1155.91,330
39565,Halcyon Skincare Classic,39,3363,1294,Halcyon,"High quality skincare from Halcyon, built for everyday reliability.",6.0,1098.71,2760
39566,Solace Camping Gear Go,30,1782,350,Solace,"High quality camping gear from Solace, built for everyday reliability.",12.0,1060.04,2181
39567,Crestview Lighting Go,22,1855,1341,Crestview,"High quality lighting from Crestview, built for everyday reliability.",,40.24,2005
39568,Verdant Staples Pro,51,6595,1480,Verdant,"High quality staples from Verdant, built for everyday reliability.",36.0,790.69,4912
39569,Beacon Yoga Max,33,2749,1319,Beacon,"High quality yoga from Beacon, built for everyday reliability.",18.0,1551.46,2096
39570,Beacon Board Games Edition,45,5300,342,Beacon,"High quality board games from Beacon, built for everyday reliability.",36.0,232.75,2795
39571,Cascadia Tools Mini,56,855,822,Cascadia,"High quality tools from Cascadia, built for everyday reliability.",18.0,1127.63,2840
39572,Willowmere Motorbike Accessories Elite,55,4796,1488,Willowmere,"High quality motorbike accessories from Willowmere, built for everyday reliability.",12.0,1535.58,412
39573,Solace Fitness Equipment One,29,246,1329,Solace,"High quality fitness equipment from Solace, built for everyday reliability.",24.0,1101.41,3654
39574,Kestrel Motorbike Accessories 2.0,55,7490,1460,Kestrel,"High quality motorbike accessories from Kestrel, built for everyday reliability.",24.0,907.33,2696
39575,Brightline Motorbike Accessories 2.0,55,4001,447,Brightline,"High quality motorbike accessories from Brightline, built for everyday reliability.",18.0,412.74,4003
39576,Vivex Bakery Neo,53,7678,968,Vivex,"High quality bakery from Vivex, built for everyday reliability.",24.0,1365.56,3265
39577,Statik Skincare Series X,39,7308,201,Statik,"High quality skincare from Statik, built for everyday reliability.",6.0,1034.83,1400
39578,Willowmere Cookware Air,18,3247,402,Willowmere,"High quality cookware from Willowmere, built for everyday reliability.",18.0,475.36,725
39579,Rosewood Makeup Mini,41,58,1417,Rosewood,,12.0,1504.11,1255
39580,Verdant Cameras Core,14,5757,465,Verdant,"High quality cameras from Verdant, built for everyday reliability.",36.0,761.28,2451
39581,Statik Car Accessories Ultra,54,6119,508,Statik,"High quality car accessories from Statik, built for everyday reliability.",18.0,886.87,3457
39582,Rosewood Tyres & Wheels Ultra,57,2273,500,Rosewood,"High quality tyres & wheels from Rosewood, built for everyday reliability.",6.0,1638.68,2153
39583,Vivex Beverages Go,50,2913,1264,,"High quality beverages from Vivex, built for everyday reliability.",,1001.32,1444
39584,Rosewood Fiction Air,34,7716,452,Rosewood,,,43.48,159
39585,Rosewood Cleaning Supplies Core,23,7293,30,Rosewood,,12.0,1675.13,2134
39586,Cascadia Puzzles Ultra,46,3364,660,Cascadia,"High quality puzzles from Cascadia, built for everyday reliability.",12.0,129.64,2546
39587,Pinehurst Action Figures Max,44,7418,1232,Pinehurst,"High quality action figures from Pinehurst, built for everyday reliability.",,22.37,3489
39588,Cascadia Camping Gear Air,30,1161,1427,Cascadia,"High quality camping gear from Cascadia, built for everyday reliability.",,363.59,573
39589,Verdant Tablets Studio,16,1713,944,Verdant,"High quality tablets from Verdant, built for everyday reliability.",36.0,1900.25,2681
39590,Lumen Televisions Essential,15,2230,665,Lumen,"High quality televisions from Lumen, built for everyday reliability.",24.0,1935.78,2737
39591,Trueform Board Games Edition,45,7074,542,Trueform,"High quality board games from Trueform, built for everyday reliability.",36.0,957.71,3211
39592,Solace Storage 2.0,21,5605,1215,Solace,"High quality storage from Solace, built for everyday reliability.",36.0,1054.8,3942
39593,Willowmere Tools Max,56,6502,549,Willowmere,"High quality tools from Willowmere, built for everyday reliability.",6.0,1994.61,1451
39594,Northgate Men's Clothing Max,24,4381,1407,Northgate,"High quality men's clothing from Northgate, built for everyday reliability.",24.0,780.44,2591
39595,Brightline Cleaning Supplies Pro,23,2912,178,Brightline,,36.0,437.24,4581
39596,Ironclad Puzzles Classic,46,4751,238,Ironclad,"High quality puzzles from Ironclad, built for everyday reliability.",6.0,767.59,4104
39597,Novara Women's Clothing One,25,6256,1349,Novara,"High quality women's clothing from Novara, built for everyday reliability.",18.0,383.92,4593
39598,Solace Printers Lite,59,429,257,Solace,"High quality printers from Solace, built for everyday reliability.",18.0,458.84,2667
39599,Nordwell Headphones Prime,13,6264,1355,Nordwell,"High quality headphones from Nordwell, built for everyday reliability.",18.0,1697.3,3161
39600,Northgate Board Games Mini,45,6401,836,Northgate,"High quality board games from Northgate, built for everyday reliability.",36.0,60.28,1692
39601,Cascadia Comics Classic,37,7788,170,Cascadia,"High quality comics from Cascadia, built for everyday reliability.",,1227.78,3204
39602,Rosewood Staples Studio,51,911,372,,"High quality staples from Rosewood, built for everyday reliability.",18.0,267.89,2592
39603,Kairo Cleaning Supplies Flex,23,1894,553,Kairo,"High quality cleaning supplies from Kairo, built for everyday reliability.",12.0,1422.43,4639
39604,Vivex Furniture Essential,19,2672,658,Vivex,"High quality furniture from Vivex, built for everyday reliability.",36.0,638.38,995
39605,Crestview Lighting Essential,22,1724,338,Crestview,"High quality lighting from Crestview, built for everyday reliability.",12.0,1130.42,432
39606,Alderwood Smartwatches Prime,17,3934,268,,"High quality smartwatches from Alderwood, built for everyday reliability.",18.0,1219.29,1195
39607,Marlowe Stationery Studio,58,7813,697,Marlowe,"High quality stationery from Marlowe, built for everyday reliability.",6.0,1120.29,1170
39608,Zentra Comics 2.0,37,4080,292,Zentra,"High quality comics from Zentra, built for everyday reliability.",24.0,1841.41,723
39609,Zentra Camping Gear Plus,30,3239,846,Zentra,"High quality camping gear from Zentra, built for everyday reliability.",18.0,54.48,1339
39610,Northgate Tablets Plus,16,7212,548,Northgate,"High quality tablets from Northgate, built for everyday reliability.",12.0,703.98,1918
39611,Novara Children's Books Plus,36,5059,1332,Novara,"High quality children's books from Novara, built for everyday reliability.",24.0,154.18,3704
39612,Nordwell Motorbike Accessories Neo,55,1205,719,Nordwell,"High quality motorbike accessories from Nordwell, built for everyday reliability.",12.0,1587.87,4125
39613,Crestview Tablets Plus,16,2579,1236,Crestview,"High quality tablets from Crestview, built for everyday reliability.",6.0,230.77,1778
39614,Ironclad Lighting Pro,22,3490,1165,Ironclad,"High quality lighting from Ironclad, built for everyday reliability.",6.0,593.27,80
39615,Solace Fragrances Essential,42,3470,602,Solace,"High quality fragrances from Solace, built for everyday reliability.",24.0,1665.83,3287
39616,Northgate Bags Lite,28,493,144,Northgate,"High quality bags from Northgate, built for everyday reliability.",,1974.13,587
39617,Fenwick Snacks Edition,49,2113,614,Fenwick,"High quality snacks from Fenwick, built for everyday reliability.",6.0,702.24,4903
39618,Fenwick Bags 2.0,28,4477,692,Fenwick,"High quality bags from Fenwick, built for everyday reliability.",18.0,673.64,822
39619,Fenwick Academic Elite,38,7938,1497,Fenwick,"High quality academic from Fenwick, built for everyday reliability.",,314.25,1625
39620,Beacon Makeup Go,41,5829,947,Beacon,"High quality makeup from Beacon, built for everyday reliability.",18.0,81.52,830
39621,Ironclad Bakery Core,53,1386,1272,Ironclad,"High quality bakery from Ironclad, built for everyday reliability.",18.0,900.91,2646
39622,Alderwood Laptops Flex,12,3635,1182,Alderwood,"High quality laptops from Alderwood, built for everyday reliability.",,617.75,4682
39623,Northgate Women's Clothing One,25,4710,1422,Northgate,"High quality women's clothing from Northgate, built for everyday reliability.",12.0,379.53,520
39624,Verdant Academic Air,38,7229,1117,,"High quality academic from Verdant, built for everyday reliability.",24.0,1755.81,569
39625,Kestrel Stationery Mini,58,2546,1113,Kestrel,"High quality stationery from Kestrel, built for everyday reliability.",,229.43,3023
39626,Beacon Car Accessories Ultra,54,6626,1247,Beacon,"High quality car accessories from Beacon, built for everyday reliability.",6.0,1342.87,2113
39627,Brightline Fragrances Series X,42,5808,1319,Brightline,"High quality fragrances from Brightline, built for everyday reliability.",6.0,1708.55,1636
39628,Zentra Bedding Neo,20,2895,1486,Zentra,"High quality bedding from Zentra, built for everyday reliability.",18.0,1139.3,2963
39629,Verdant Dairy 2.0,52,2692,57,Verdant,"High quality dairy from Verdant, built for everyday reliability.",,350.63,209
39630,Novara Cycling Elite,31,955,1385,Novara,"High quality cycling from Novara, built for everyday reliability.",6.0,289.16,4364
39631,Crestview Fiction Classic,34,2317,101,Crestview,"High quality fiction from Crestview, built for everyday reliability.",18.0,882.64,4914
39632,Vivex Board Games Plus,45,4481,635,Vivex,"High quality board games from Vivex, built for everyday reliability.",36.0,77.33,2334
39633,Nordwell Action Figures Lite,44,5271,511,Nordwell,,36.0,1998.18,3566
39634,Cascadia Organizers Go,61,2719,21,Cascadia,"High quality organizers from Cascadia, built for everyday reliability.",36.0,1413.79,4023
39635,Pinehurst Fitness Equipment Plus,29,3489,773,Pinehurst,"High quality fitness equipment from Pinehurst, built for everyday reliability.",12.0,1077.3,2535
39636,Beacon Camping Gear Edition,30,522,668,Beacon,"High quality camping gear from Beacon, built for everyday reliability.",6.0,1716.53,204
39637,Kairo Tyres & Wheels Neo,57,4856,669,Kairo,"High quality tyres & wheels from Kairo, built for everyday reliability.",18.0,171.25,2998
39638,Marlowe Smartphones Series X,11,750,177,Marlowe,"High quality smartphones from Marlowe, built for everyday reliability.",12.0,817.25,4864
39639,Crestview Cameras Mini,14,1193,5,Crestview,"High quality cameras from Crestview, built for everyday reliability.",36.0,13.51,2232
39640,Northgate Men's Clothing Flex,24,6306,1270,Northgate,"High quality men's clothing from Northgate, built for everyday reliability.",12.0,1401.31,3669
39641,Alto Motorbike Accessories Neo,55,2069,991,Alto,,24.0,792.0,2883
39642,Ironclad Outdoor Toys Edition,47,1051,839,Ironclad,,36.0,763.53,396
39643,Lumen Stationery Go,58,3678,448,Lumen,"High quality stationery from Lumen, built for everyday reliability.",6.0,1465.03,1997
39644,Willowmere Storage Edition,21,5846,976,Willowmere,"High quality storage from Willowmere, built for everyday reliability.",,565.79,4567
39645,Solace Skincare Studio,39,5927,1424,Solace,"High quality skincare from Solace, built for everyday reliability.",24.0,1479.61,4222
39646,Beacon Storage Studio,21,5582,240,Beacon,"High quality storage from Beacon, built for everyday reliability.",36.0,1390.81,2514
39647,Kestrel Furniture Core,60,6682,864,Kestrel,"High quality furniture from Kestrel, built for everyday reliability.",,695.58,2738
39648,Zentra Televisions Max,15,5260,172,Zentra,"High quality televisions from Zentra, built for everyday reliability.",,1566.16,3357
39649,Marlowe Board Games One,45,495,1253,Marlowe,"High quality board games from Marlowe, built for everyday reliability.",36.0,1529.81,4598
